rxn,category
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C>>C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(N)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3
C[C@]12CC(=O)[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@H]1CC(N)=N2>>C[C@]12CC(O)[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@H]1CC(N)=N2,2
CC(O)[C@H]1C[C@@H](O)[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(O)[C@H]1C[C@@H](O)[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,2
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(C)O>>C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2C(O)C[C@@]2(C)[C@H]1CC[C@]2(C)O,2
O=C1c2ccccc2C(O)c2c1ccc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O>>NC1c2ccccc2C(O)c2c1ccc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,3
C[C@H]1C[C@H]2[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12>>C[C@H]1C[C@H]2[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(N)C=C12,3
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,2
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,3
O=C1c2ccccc2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21>>NC1c2ccccc2C(=O)c2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c21,3
CC(=O)O[C@H]1[C@H]2O[C@H]2C2=CC(=O)[C@]3(C[C@]2(C)[C@H]1C)O[C@]3(C)C=O>>CC(=O)O[C@H]1[C@H]2O[C@H]2C2=CC(=O)[C@]3(C[C@]2(C)[C@H]1C)O[C@]3(C)CO,2
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,3
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(N)C[C@@]21C>>CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(N)C[C@@]21C,2
C[C@]12C[C@H](O)[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2=O>>C[C@]12C[C@H](O)[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2N,3
CC(O)[C@H]1C[C@@H](O)[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(O)[C@H]1C[C@@H](O)[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3CC[C@]12C,3
CC(N)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C>>CC(N)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(O)C[C@@]21C,2
C[C@H](O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C>>C[C@H](O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@@]21C,2
C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,2
C[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21>>C[C@@H]1CC2=CC(N)C=C[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,3
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C>>CC(N)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,3
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C>>CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,2
CC(=O)O[C@H]1[C@H]2O[C@H]2C2=CC(=O)[C@]3(C[C@]2(C)[C@H]1C)O[C@]3(C)C=O>>CC(=O)O[C@H]1[C@H]2O[C@H]2C2=CC(O)[C@]3(C[C@]2(C)[C@H]1C)O[C@]3(C)C=O,2
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,2
CC(=O)[C@H]1C[C@H](O)[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(=O)[C@H]1C[C@H](O)[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,2
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(=O)[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)[C@H]1O,2
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,2
C[C@H](O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C>>C[C@H](O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3CC[C@@]21C,3
CC(N)[C@H]1C[C@@H](O)[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(N)[C@H]1C[C@@H](O)[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,2
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(O)C[C@@]21C>>CC(O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(O)C[C@@]21C,2
CC(N)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C>>CC(N)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(N)C[C@@]21C,3
CC(=O)[C@H]1C[C@H](O)[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(=O)[C@H]1C[C@H](O)[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3CC[C@]12C,3
CC(O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C>>CC(O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,3
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,3
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,3
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,2
O=C1c2ccccc2C(O)c2c1ccc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O>>OC[C@H]1O[C@@H](Oc2ccc3c(c2O)C(O)c2ccccc2C3O)[C@H](O)[C@@H](O)[C@@H]1O,2
O=C1CC(c2ccccc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc21>>OC[C@H]1O[C@@H](Oc2ccc3c(c2)OC(c2ccccc2)CC3O)[C@H](O)[C@@H](O)[C@@H]1O,2
C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,2
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)CC1N>>C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(O)[C@@]4(C)CC[C@@H]32)CC1N,2
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(O)[C@@]4(C)CC[C@@H]32)CC1=O>>C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(O)[C@@]4(C)CC[C@@H]32)CC1O,2
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(N)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(N)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,2
NC1c2ccccc2C(=O)c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c21>>NC1c2ccccc2C(N)c2c1ccc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,3
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C>>CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,2
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(N)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(N)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,3
CC(=O)[C@H]1C[C@@H](O)[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(N)[C@H]1C[C@@H](O)[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,2
CC1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCCCC(=O)[C@@H]2CO2)NC1=O>>CC1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCCCC(N)[C@@H]2CO2)NC1=O,3
CC(O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C>>CC(O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3CC[C@@]12C,3
C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,2
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C>>CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,2
CC(=O)[C@H]1C[C@@H](O)[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(=O)[C@H]1C[C@@H](O)[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3CC[C@]12C,3
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(N)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,3
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(N)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(N)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,2
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,3
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,2
C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(N)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(N)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,3
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C>>CC(N)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,3
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO>>C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,3
C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(N)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,3
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,3
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,2
CC(=O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@@]12C>>CC(O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@@]12C,2
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)CC1O>>C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(O)[C@@]4(C)CC[C@@H]32)CC1O,2
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,2
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,3
CC(N)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C>>CC(N)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3CC[C@@]12C,3
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C>>CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,3
CC1=C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@]2(C)O)CC1=O>>CC1=C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@]2(C)O)CC1N,3
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,2
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,2
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(N)[C@@]4(C)CC[C@@H]32)CC1=O>>C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(N)[C@@]4(C)CC[C@@H]32)CC1N,3
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO>>C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,3
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,2
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(N)[C@@]4(C)CC[C@@H]32)CC1=O>>C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(N)[C@@]4(C)CC[C@@H]32)CC1O,2
O=C(O)C1=C/C(=C/C=N\[C@@H](CC2=CC(=O)C(=O)C=C2)C(=O)O)C[C@@H](C(=O)O)N1>>O=C(O)C1=C/C(=C/C=N\[C@@H](CC2=CC(O)C(=O)C=C2)C(=O)O)C[C@@H](C(=O)O)N1,2
C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,3
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)CC1O>>C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(N)[C@@]4(C)CC[C@@H]32)CC1O,3
CC(=O)[C@H]1C[C@@H](O)[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(=O)[C@H]1C[C@@H](O)[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,2
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,2
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C>>CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(N)C[C@@]21C,3
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO>>C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,2
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,2
CC(=O)[C@H]1[C@H](O)CC2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C>>CC(N)[C@H]1[C@H](O)CC2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,3
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(O)CO,3
O=C1c2ccccc2C(=O)c2c1ccc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O>>NC1c2ccccc2C(=O)c2c1ccc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,3
O=C(O)C1=C/C(=C/C=N\[C@@H](CC2=CC(=O)C(=O)C=C2)C(=O)O)C[C@@H](C(=O)O)N1>>O=C(O)C1=C/C(=C/C=N\[C@@H](CC2=CC(=O)C(O)C=C2)C(=O)O)C[C@@H](C(=O)O)N1,2
C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21>>C[C@@H]1CC2=CC(N)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21,3
C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21>>C[C@@H]1CC2=CC(O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21,2
C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,3
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,3
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,3
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C>>CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(O)C[C@@]21C,2
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(N)CO,2
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)CC1N>>C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(N)[C@@]4(C)CC[C@@H]32)CC1N,3
CC(O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C>>CC(O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3CC[C@@]12C,2
C[C@@H]1C[C@H]2[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12>>C[C@@H]1C[C@H]2[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(N)C=C12,3
CC(=O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3CC[C@@]12C>>CC(N)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3CC[C@@]12C,3
CC(=O)[C@H]1[C@H](O)CC2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C>>CC(O)[C@H]1[C@H](O)CC2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,2
C[C@@H]1C[C@H]2[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)CC1=O>>C[C@@H]1C[C@H]2[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)CC1O,2
