rxn,category
COc1ccc2c(c1O)C(=O)c1ccccc1C2=O>>COc1ccc2c(c1O)C(=O)c1ccccc1C2O,2
O=C1c2cc(O)ccc2C(O)c2cc(O)ccc21>>NC1c2cc(O)ccc2C(O)c2cc(O)ccc21,3
NC1c2c(O)cccc2C(=O)c2cccc(O)c21>>NC1c2cccc(O)c2C(N)c2c(O)cccc21,3
CC1=Cc2c(C(C)C)ccc(C)c2C(O)C1=O>>CC1=Cc2c(C(C)C)ccc(C)c2C(O)C1O,2
O=C[C@H](O)[C@@H](O)CC(O)C(=O)O>>NC[C@H](O)[C@@H](O)CC(O)C(=O)O,3
O=C1C[C@@H](c2ccccc2)Oc2ccccc21>>NC1C[C@@H](c2ccccc2)Oc2ccccc21,3
CC1=CC(=O)CC(C)(C)C1(O)C=CC(C)N>>CC1=CC(O)CC(C)(C)C1(O)C=CC(C)N,2
NC(=O)N1c2ccccc2CC(=O)c2ccccc21>>NC(=O)N1c2ccccc2CC(O)c2ccccc21,2
CC1=Cc2c(C(C)C)ccc(C)c2C(O)C1=O>>CC1=Cc2c(C(C)C)ccc(C)c2C(O)C1N,3
O=C1c2ccccc2C(O)c2ccc(O)c(O)c21>>NC1c2ccccc2C(O)c2ccc(O)c(O)c21,3
COc1ccc2c(c1O)C(=O)c1ccccc1C2=O>>COc1ccc2c(c1O)C(=O)c1ccccc1C2N,3
CC(C)=CCc1cc(CC(=O)C(=O)O)ccc1O>>CC(C)=CCc1cc(CC(N)C(=O)O)ccc1O,3
O=C(c1cccc(O)c1)c1c(O)cc(O)cc1O>>NC(c1cccc(O)c1)c1c(O)cc(O)cc1O,3
O=C(CO)[C@@H](O)[C@H](O)C(=O)CO>>O=C(CO)[C@@H](O)[C@H](O)C(O)CO,2
CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1>>CCc1oc2ccccc2c1C(N)c1ccc(O)cc1,3
O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1O>>NC1c2ccc(O)cc2OCC1c1ccc(O)cc1O,3
NC[C@H](O)[C@@H](O)CC(=O)C(=O)O>>NC[C@H](O)[C@@H](O)CC(O)C(=O)O,2
COc1cc2c(cc1C(C)=O)C=CC(C)(C)O2>>COc1cc2c(cc1C(C)N)C=CC(C)(C)O2,3
O=C1C[C@@H](c2ccccc2)Oc2ccccc21>>OC1C[C@@H](c2ccccc2)Oc2ccccc21,2
O=C1C=C2N[C@@H](C(=O)O)CC2=CC1O>>NC1C=C2N[C@@H](C(=O)O)CC2=CC1O,3
O=C1c2ccccc2C(=O)c2c1ccc(CO)c2O>>O=C1c2ccccc2C(O)c2c1ccc(CO)c2O,2
O=C1C2=C(c3ccccc31)C(O)C(O)C=C2>>OC1C2=C(c3ccccc31)C(O)C(O)C=C2,2
NC(C[C@H](O)[C@@H](O)C=O)C(=O)O>>NC(C[C@H](O)[C@@H](O)CO)C(=O)O,2
O=C(O)C[C@@H](O)[C@H](O)C(=O)CO>>NC(CO)[C@@H](O)[C@H](O)CC(=O)O,3
CC1=C(O)C(=O)c2c(C)ccc(O)c2C1=O>>CC1=C(O)C(=O)c2c(C)ccc(O)c2C1O,2
NC1c2ccccc2C(=O)c2ccc(CO)c(O)c21>>NC1c2ccccc2C(N)c2c1ccc(CO)c2O,3
CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1>>CCCCCC=CC(N)CCc1ccc(O)c(OC)c1,3
O=C[C@H](O)[C@H](O)COP(=O)(O)O>>O=P(O)(O)OC[C@@H](O)[C@@H](O)CO,2
NC(=O)N1c2ccccc2CC(=O)c2ccccc21>>NC(=O)N1c2ccccc2CC(N)c2ccccc21,3
CC1=CC(=O)CC(C)(C)C1(O)C=CC(C)N>>CC1=CC(N)CC(C)(C)C1(O)C=CC(C)N,3
O=C1c2ccccc2C(=O)c2c1ccc1c2OCO1>>NC1c2ccccc2C(=O)c2c1ccc1c2OCO1,3
CC(C(=O)C(=O)O)c1c[nH]c2ccccc12>>CC(c1c[nH]c2ccccc12)C(O)C(=O)O,2
CCCCCC(O)CC(=O)CCc1ccc(O)c(O)c1>>CCCCCC(O)CC(N)CCc1ccc(O)c(O)c1,3
C=C(C)c1cc2cc(C(C)=O)c(OC)cc2o1>>C=C(C)c1cc2cc(C(C)N)c(OC)cc2o1,3
NC[C@H](O)[C@@H](O)CC(=O)C(=O)O>>NC[C@H](O)[C@@H](O)CC(N)C(=O)O,3
CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1>>CCCCCC=CC(O)CCc1ccc(O)c(OC)c1,2
O=C1c2ccccc2C(O)c2ccc(CO)c(O)c21>>OCc1ccc2c(c1O)C(O)c1ccccc1C2O,2
CC(C)=CCC1=C(O)C(N)c2ccccc2C1=O>>CC(C)=CCC1=C(O)C(N)c2ccccc2C1N,3
NC(C[C@H](O)[C@H](O)C=O)C(=O)O>>NC[C@@H](O)[C@@H](O)CC(N)C(=O)O,3
O=C(O)CC(O)(CC(=O)C(=O)O)C(=O)O>>O=C(O)CC(O)(CC(O)C(=O)O)C(=O)O,2
O=C[C@@H](O)[C@H](O)COP(=O)(O)O>>NC[C@@H](O)[C@H](O)COP(=O)(O)O,3
C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1>>C=C(C)[C@@H]1CC[C@@H](C)C(O)C1,2
C=CC(=C)CC/C=C(\C)CC/C=C(\C)C=O>>C=CC(=C)CC/C=C(\C)CC/C=C(\C)CO,2
O=C(c1cccc(O)c1)c1c(O)cc(O)cc1O>>Oc1cccc(C(O)c2c(O)cc(O)cc2O)c1,2
C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1>>C=C(C)[C@@H]1CC[C@@H](C)C(N)C1,3
O=C1C=C2C[C@H](C(=O)O)NC2=CC1=O>>O=C1C=C2C[C@H](C(=O)O)NC2=CC1O,2
C=C(C)[C@H]1Cc2cc(C(C)=O)ccc2O1>>C=C(C)[C@H]1Cc2cc(C(C)N)ccc2O1,3
O=C(O)CC(/C=C\C(=O)C(=O)O)C(=O)O>>O=C(O)CC(C=CC(O)C(=O)O)C(=O)O,2
CC1=C(CO)C2C(C(C)C)CCC1(C)C2C=O>>CC1=C(CO)C2C(C(C)C)CCC1(C)C2CO,2
CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO>>CCCCCCCCCCCCCCCC(N)[C@@H](N)CO,3
CC1=C(CO)C2C(C(C)C)CCC1(C)C2C=O>>CC1=C(CO)C2C(C(C)C)CCC1(C)C2CN,3
CC(C)=CCC1=C(O)C(N)c2ccccc2C1=O>>CC(C)=CCC1=C(O)C(N)c2ccccc2C1O,2
O=C1c2cc(O)ccc2C(O)c2cc(O)ccc21>>Oc1ccc2c(c1)C(O)c1ccc(O)cc1C2O,2
NC1c2ccc(O)cc2C(=O)c2ccc(O)cc21>>NC1c2cc(O)ccc2C(O)c2cc(O)ccc21,2
O=C(CO)[C@@H](O)[C@H](O)C(=O)CO>>NC(CO)[C@@H](O)[C@H](O)C(=O)CO,3
CC1=Cc2c(C(C)C)ccc(C)c2C(=O)C1N>>CC1=Cc2c(C(C)C)ccc(C)c2C(O)C1N,2
O=C(O)/C(O)=C\C=C/C(=O)c1ccccc1O>>O=C(O)/C(O)=C\C=CC(O)c1ccccc1O,2
N[C@@H](CC1=CC(=O)C(O)C=C1)C(=O)O>>NC1C=C(C[C@H](N)C(=O)O)C=CC1O,3
CCCCC/C=C\C=C\C(=O)CCCCCCCC(=O)O>>CCCCC/C=C\C=CC(N)CCCCCCCC(=O)O,3
O=C1C=C2N[C@H](C(=O)O)CC2=CC1O>>O=C(O)[C@@H]1CC2=CC(O)C(O)C=C2N1,2
O=C1C=C2C[C@H](C(=O)O)NC2=CC1=O>>NC1C=C2N[C@@H](C(=O)O)CC2=CC1=O,3
Nc1ccccc1C(=O)/C=C\C=C(\O)C(=O)O>>Nc1ccccc1C(O)C=C/C=C(/O)C(=O)O,2
O=C1C=C2C[C@@H](C(=O)O)NC2=CC1=O>>O=C1C=C2N[C@H](C(=O)O)CC2=CC1O,2
Nc1ccccc1C(=O)/C=C\C=C(\O)C(=O)O>>Nc1ccccc1C(N)C=C/C=C(/O)C(=O)O,3
CCCCCC(=O)/C=C/C=C\CCCCCCCC(=O)O>>CCCCCC(N)C=C/C=C\CCCCCCCC(=O)O,3
O=C1C=C2C[C@H](C(=O)O)NC2=CC1=O>>O=C1C=C2N[C@@H](C(=O)O)CC2=CC1O,2
O=C1C=C2C[C@@H](C(=O)O)NC2=CC1=O>>NC1C=C2N[C@H](C(=O)O)CC2=CC1=O,3
N[C@@H](CC1=CC(O)C(=O)C=C1)C(=O)O>>NC1C=CC(C[C@H](N)C(=O)O)=CC1O,3
O=C1C=C2N[C@@H](C(=O)O)CC2=CC1O>>O=C(O)[C@H]1CC2=CC(O)C(O)C=C2N1,2
O=C(O)/C(O)=C\C=C/C(=O)c1ccccc1O>>NC(C=C/C=C(/O)C(=O)O)c1ccccc1O,3
CCCCC/C=C\C=C\C(=O)CCCCCCCC(=O)O>>CCCCC/C=C\C=CC(O)CCCCCCCC(=O)O,2
CCCCCC(=O)/C=C/C=C\CCCCCCCC(=O)O>>CCCCCC(O)C=C/C=C\CCCCCCCC(=O)O,2
O=C(O)C(=O)/C=C/c1cccc(C(=O)O)c1O>>O=C(O)c1cccc(C=CC(O)C(=O)O)c1O,2
O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O>>NC(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,3
O=C1CC(c2cc(O)cc(O)c2)Oc2ccccc21>>NC1CC(c2cc(O)cc(O)c2)Oc2ccccc21,3
C=C(C=O)[C@H]1CC[C@H](C)[C@H]1CN>>C=C(CO)[C@H]1CC[C@H](C)[C@H]1CN,2
NC1c2ccccc2C(=O)c2c1cc(O)c(O)c2O>>NC1c2ccccc2C(N)c2c1cc(O)c(O)c2O,3
CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1>>CCCCCC(O)CC(N)CCc1ccc(O)c(OC)c1,3
O=C1c2ccccc2C(=O)c2c1ccc1c2OCO1>>O=C1c2ccccc2C(O)c2ccc3c(c21)OCO3,2
CCCCCC(N)CC(=O)CCc1ccc(O)c(OC)c1>>CCCCCC(N)CC(N)CCc1ccc(O)c(OC)c1,3
CCCCCCCCCCCC1=C(O)C(O)C=C(O)C1=O>>CCCCCCCCCCCC1=C(O)C(O)C=C(O)C1O,2
O=C1c2ccccc2C(O)c2ccc(CO)c(O)c21>>NC1c2ccccc2C(O)c2ccc(CO)c(O)c21,3
NC1c2ccccc2C(=O)c2ccc3c(c21)OCO3>>NC1c2ccccc2C(O)c2ccc3c(c21)OCO3,2
CCCCCC(=O)CC(N)CCc1ccc(O)c(OC)c1>>CCCCCC(O)CC(N)CCc1ccc(O)c(OC)c1,2
O=C[C@@H](O)[C@@H](O)CC(O)C(=O)O>>NC[C@@H](O)[C@@H](O)CC(O)C(=O)O,3
NC1c2ccccc2C(=O)c2ccc(CO)c(O)c21>>NC1c2ccccc2C(O)c2ccc(CO)c(O)c21,2
CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1N>>CCCCCCCCCCCC1=C(O)C(N)C=C(O)C1N,3
O=C1c2ccccc2C(=O)c2c1ccc1c2OCO1>>NC1c2ccccc2C(=O)c2ccc3c(c21)OCO3,3
NC[C@@H](O)[C@@H](O)CC(=O)C(=O)O>>NC[C@@H](O)[C@@H](O)CC(N)C(=O)O,3
C=C(C=O)[C@H]1CC[C@H](C)[C@H]1CN>>C=C(CN)[C@H]1CC[C@H](C)[C@H]1CN,3
Nc1ccc(O)cc1C(=O)C[C@H](N)C(=O)O>>Nc1ccc(O)cc1C(N)C[C@H](N)C(=O)O,3
CC1=CC(=O)[C@@]2(C(C)C)C[C@@H]12>>CC1=CC(N)[C@@]2(C(C)C)C[C@@H]12,3
Cc1c(O)cc2c(c1O)C(O)c1ccccc1C2=O>>Cc1c(O)cc2c(c1O)C(O)c1ccccc1C2N,3
CCCCCC(=O)CC(O)CCc1ccc(O)c(OC)c1>>CCCCCC(O)CC(O)CCc1ccc(O)c(OC)c1,2
Nc1c(O)cccc1C(=O)C[C@H](N)C(=O)O>>Nc1c(O)cccc1C(O)C[C@H](N)C(=O)O,2
Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2N>>Cc1c(O)cc2c(c1O)C(O)c1ccccc1C2N,2
CC1(C)CCC2=C(O1)c1ccccc1C(N)C2=O>>CC1(C)CCC2=C(O1)c1ccccc1C(N)C2N,3
CC1=C(C=O)C2C(C(C)C)CCC1(C)C2C=O>>CC1=C(C=O)C2C(C(C)C)CCC1(C)C2CN,3
Nc1ccc(O)cc1C(=O)C[C@H](N)C(=O)O>>Nc1ccc(O)cc1C(O)C[C@H](N)C(=O)O,2
CC1=C(C=O)C2C(C(C)C)CCC1(C)C2C=O>>CC1=C(CN)C2C(C(C)C)CCC1(C)C2C=O,3
C=C(C=O)[C@H]1CC[C@H](C)[C@H]1CO>>C=C(CN)[C@H]1CC[C@H](C)[C@H]1CO,3
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21>>O=C1c2c(O)cccc2C(O)c2cccc(O)c21,2
NC[C@@H](O)[C@@H](O)CC(=O)C(=O)O>>NC[C@@H](O)[C@@H](O)CC(O)C(=O)O,2
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21>>NC1c2cccc(O)c2C(=O)c2c(O)cccc21,3
C=C(C=O)[C@H]1CC[C@H](C)[C@H]1CO>>C=C(CO)[C@H]1CC[C@H](C)[C@H]1CO,2
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2O>>Cc1cc(O)c2c(c1O)C(N)c1ccccc1C2O,3
CC(C)CC(=O)OCc1cocc2c(C=O)ccc1-2>>CC(C)CC(=O)OCc1cocc2c(CO)ccc1-2,2
O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O>>Oc1ccc(C=CC(O)c2ccc(O)cc2O)cc1,2
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2O>>Cc1cc(O)c2c(c1O)C(O)c1ccccc1C2O,2
CCCCCC(=O)CC(N)CCc1ccc(O)c(OC)c1>>CCCCCC(N)CC(N)CCc1ccc(O)c(OC)c1,3
Cc1c(O)cc2c(c1O)C(N)c1ccccc1C2=O>>Cc1c(O)cc2c(c1O)C(N)c1ccccc1C2N,3
O=C[C@@H](O)[C@@H](O)CC(=O)C(=O)O>>O=C(O)C(=O)C[C@H](O)[C@H](O)CO,2
CC1(C)CCC2=C(O1)c1ccccc1C(O)C2=O>>CC1(C)CCC2=C(O1)c1ccccc1C(O)C2N,3
CC1=C(C=O)C2C(C(C)C)CCC1(C)C2C=O>>CC1=C(CO)C2C(C(C)C)CCC1(C)C2C=O,2
O=C1C=C2C[C@@H](C(=O)O)NC2=CC1O>>O=C(O)[C@@H]1CC2=CC(O)C(O)C=C2N1,2
CC(C)=C1C/C=C(\C)CC/C=C(\C)CC1=O>>CC(C)=C1C/C=C(\C)CC/C=C(\C)CC1O,2
Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2O>>Cc1c(O)cc2c(c1O)C(N)c1ccccc1C2O,3
CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2O>>CC1(C)CCC2=C(O1)c1ccccc1C(N)C2O,3
O=C1CC(c2cc(O)cc(O)c2)Oc2ccccc21>>Oc1cc(O)cc(C2CC(O)c3ccccc3O2)c1,2
Cc1cc(O)c2c(c1O)C(N)c1ccccc1C2=O>>Cc1cc(O)c2c(c1O)C(N)c1ccccc1C2N,3
C=C(CN)[C@H]1CC[C@H](C)[C@H]1C=O>>C=C(CN)[C@H]1CC[C@H](C)[C@H]1CO,2
O=C1CO[C@H](CO)[C@@H](O)[C@@H]1O>>OC[C@H]1OCC(O)[C@@H](O)[C@@H]1O,2
CC(C)=C1C/C=C(\C)CC/C=C(\C)CC1=O>>CC(C)=C1C/C=C(\C)CC/C=C(\C)CC1N,3
N[C@H](CC(=O)c1ccccc1NC=O)C(=O)O>>N[C@H](CC(O)c1ccccc1NC=O)C(=O)O,2
O=CCC[C@H](NC(=O)CCC(=O)O)C(=O)O>>NCCC[C@H](NC(=O)CCC(=O)O)C(=O)O,3
CCCCCCCCCCCC1=C(O)C(O)C=C(O)C1=O>>CCCCCCCCCCCC1=C(O)C(O)C=C(O)C1N,3
O=C(/C=C/c1ccccc1)c1c(O)cc(O)cc1O>>NC(C=Cc1ccccc1)c1c(O)cc(O)cc1O,3
O=C(O)/C(O)=C/C=C1\Cc2ccccc2C1=O>>O=C(O)/C(O)=C/C=C1\Cc2ccccc2C1O,2
CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2N>>CC1(C)CCC2=C(O1)c1ccccc1C(O)C2N,2
CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O>>CC(C)=CCC1=C(O)C(O)c2ccccc2C1=O,2
O=C1Nc2cccc(CCCCCc3ccccc3)c2C1=O>>O=C1Nc2cccc(CCCCCc3ccccc3)c2C1O,2
N[C@@H]1CC(C(=O)O)=CC(=O)[C@H]1O>>N[C@@H]1CC(C(=O)O)=CC(O)[C@H]1O,2
Cc1cc(O)c2c(c1O)C(N)c1ccccc1C2=O>>Cc1cc(O)c2c(c1O)C(N)c1ccccc1C2O,2
CC1=Cc2c(C(C)C)ccc(C)c2C(=O)C1=O>>CC1=Cc2c(C(C)C)ccc(C)c2C(=O)C1O,2
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21>>O=C1c2cccc(O)c2C(O)c2c(O)cccc21,2
NC1c2ccccc2C(=O)c2c1cc(O)c(O)c2O>>NC1c2ccccc2C(O)c2c1cc(O)c(O)c2O,2
Cc1c(O)cc2c(c1O)C(O)c1ccccc1C2=O>>Cc1c(O)cc2c(c1O)C(O)c1ccccc1C2O,2
CC1(C)CCC2=C(O1)c1ccccc1C(N)C2=O>>CC1(C)CCC2=C(O1)c1ccccc1C(N)C2O,2
C=C(CN)[C@H]1CC[C@H](C)[C@H]1C=O>>C=C(CN)[C@H]1CC[C@H](C)[C@H]1CN,3
O=C1C=C2C[C@@H](C(=O)O)NC2=CC1=O>>O=C1C=C2C[C@@H](C(=O)O)NC2=CC1O,2
CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2O>>CC1(C)CCC2=C(O1)c1ccccc1C(O)C2O,2
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1>>CC(C(=O)O)c1ccc(C(O)c2cccs2)cc1,2
Cc1c(O)cc2c(c1O)C(N)c1ccccc1C2=O>>Cc1c(O)cc2c(c1O)C(N)c1ccccc1C2O,2
CC(C)CC(=O)OCc1cocc2c(C=O)ccc1-2>>CC(C)CC(=O)OCc1cocc2c(CN)ccc1-2,3
COc1ccc(NC=O)c(C(=O)CCNC(C)=O)c1>>COc1ccc(NC=O)c(C(N)CCNC(C)=O)c1,3
O=C[C@H](O)[C@@H](O)CC(=O)C(=O)O>>O=C(O)C(=O)C[C@H](O)[C@@H](O)CO,2
O=C(O)C(=O)/C=C/c1cccc(C(=O)O)c1O>>NC(C=Cc1cccc(C(=O)O)c1O)C(=O)O,3
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21>>NC1c2c(O)cccc2C(=O)c2cccc(O)c21,3
C=C(C)[C@@H]1CC[C@](C)(O)C(=O)C1>>C=C(C)[C@@H]1CC[C@](C)(O)C(O)C1,2
Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2O>>Cc1c(O)cc2c(c1O)C(O)c1ccccc1C2O,2
CC1=CC(=O)[C@@]2(C(C)C)C[C@@H]12>>CC1=CC(O)[C@@]2(C(C)C)C[C@@H]12,2
CC(=O)/C=C/C1(O)C(C)=CC(O)CC1(C)C>>CC1=CC(O)CC(C)(C)C1(O)C=CC(C)N,3
Nc1c(O)cccc1C(=O)C[C@H](N)C(=O)O>>Nc1c(O)cccc1C(N)C[C@H](N)C(=O)O,3
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2N>>Cc1cc(O)c2c(c1O)C(N)c1ccccc1C2N,3
CC1(C)CCC2=C(O1)c1ccccc1C(O)C2=O>>CC1(C)CCC2=C(O1)c1ccccc1C(O)C2O,2
O=C1c2ccccc2C(=O)c2c1ccc(CO)c2O>>O=C1c2ccccc2C(O)c2ccc(CO)c(O)c21,2
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1>>CC(C(=O)O)c1ccc(C(N)c2cccs2)cc1,3
CC(=O)C1=Nc2c(nc(N)[nH]c2=O)NCC1>>CC(O)C1=Nc2c(nc(N)[nH]c2=O)NCC1,2
O=C1c2ccccc2C(=O)c2c1ccc(CO)c2O>>NC1c2ccccc2C(=O)c2ccc(CO)c(O)c21,3
Cc1cc(O)c2c(c1O)C(O)c1ccccc1C2=O>>Cc1cc(O)c2c(c1O)C(O)c1ccccc1C2O,2
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2N>>Cc1cc(O)c2c(c1O)C(O)c1ccccc1C2N,2
CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O>>CC(C)=CCC1=C(O)C(N)c2ccccc2C1=O,3
CC(=O)C1=Nc2c(nc(N)[nH]c2=O)NCC1>>CC(N)C1=Nc2c(nc(N)[nH]c2=O)NCC1,3
CCCCCC(N)CC(=O)CCc1ccc(O)c(OC)c1>>CCCCCC(N)CC(O)CCc1ccc(O)c(OC)c1,2
O=C1c2c(O)cccc2Cc2cc(CO)cc(O)c21>>NC1c2c(O)cccc2Cc2cc(CO)cc(O)c21,3
CCCCCCCCCCCC1=C(O)C(N)C=C(O)C1=O>>CCCCCCCCCCCC1=C(O)C(N)C=C(O)C1N,3
O=C1c2ccccc2C(O)c2ccc3c(c21)OCO3>>NC1c2ccccc2C(O)c2ccc3c(c21)OCO3,3
O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1O>>Oc1ccc(C2COc3cc(O)ccc3C2O)c(O)c1,2
O=C[C@@H](O)[C@@H](O)CC(=O)C(=O)O>>NC(C[C@H](O)[C@H](O)C=O)C(=O)O,3
CC1=Cc2c(C(C)C)ccc(C)c2C(=O)C1=O>>CC1=Cc2c(C(C)C)ccc(C)c2C(N)C1=O,3
CC1=Cc2c(C(C)C)ccc(C)c2C(=O)C1=O>>CC1=Cc2c(C(C)C)ccc(C)c2C(=O)C1N,3
CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1>>CCCCCC(O)CC(O)CCc1ccc(O)c(OC)c1,2
O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21>>NC1c2ccc(O)cc2C(=O)c2ccc(O)cc21,3
CC(=O)/C=C/C1(O)C(C)=CC(N)CC1(C)C>>CC1=CC(N)CC(C)(C)C1(O)C=CC(C)N,3
O=C[C@H](O)[C@@H](O)CC(=O)C(=O)O>>O=C[C@H](O)[C@@H](O)CC(O)C(=O)O,2
Cc1ncc(C[n+]2csc(CC=O)c2C)c(N)n1>>Cc1ncc(C[n+]2csc(CCN)c2C)c(N)n1,3
O=C[C@H](O)[C@@H](O)CC(=O)C(=O)O>>NC(C[C@H](O)[C@@H](O)C=O)C(=O)O,3
CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1O>>CCCCCCCCCCCC1=C(O)C(O)C=C(O)C1O,2
CC(=O)/C=C/C1(O)C(C)=CC(O)CC1(C)C>>CC1=CC(O)CC(C)(C)C1(O)C=CC(C)O,2
Cc1ncc(C[n+]2csc(CC=O)c2C)c(N)n1>>Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,2
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O>>CC(C)(C)NCC(O)COc1cccc2c1CCCC2O,2
CC(=O)CC(=O)N(Cc1ccccc1)c1ccccc1>>CC(N)CC(=O)N(Cc1ccccc1)c1ccccc1,3
O=C1CO[C@H](CO)[C@@H](O)[C@@H]1O>>NC1CO[C@H](CO)[C@@H](O)[C@@H]1O,3
O=C[C@H](O)[C@@H](O)CC(=O)C(=O)O>>NC[C@H](O)[C@@H](O)CC(=O)C(=O)O,3
CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O>>CC(C)=CCC1=C(O)C(=O)c2ccccc2C1O,2
C=C(C)[C@H]1CC[C@@](C)(O)C(=O)C1>>C=C(C)[C@H]1CC[C@@](C)(O)C(O)C1,2
CCCCCC(=O)CC(O)CCc1ccc(O)c(OC)c1>>CCCCCC(N)CC(O)CCc1ccc(O)c(OC)c1,3
CCCCCCCCCCCC1=C(O)C(N)C=C(O)C1=O>>CCCCCCCCCCCC1=C(O)C(N)C=C(O)C1O,2
CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1N>>CCCCCCCCCCCC1=C(O)C(O)C=C(O)C1N,2
C=C(CO)[C@H]1CC[C@H](C)[C@H]1C=O>>C=C(CO)[C@H]1CC[C@H](C)[C@H]1CN,3
CCCCC/C(O)=C/C(=O)/C=C/c1ccc(O)cc1>>CCCCCC(O)=CC(N)C=Cc1ccc(O)cc1,3
C=C(C)[C@@H]1CC[C@](C)(O)C(=O)C1>>C=C(C)[C@@H]1CC[C@](C)(O)C(N)C1,3
Cc1cc(O)c2c(c1O)C(O)c1ccccc1C2=O>>Cc1cc(O)c2c(c1O)C(O)c1ccccc1C2N,3
Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2N>>Cc1c(O)cc2c(c1O)C(N)c1ccccc1C2N,3
C=C(C)[C@H]1CC[C@@](C)(O)C(=O)C1>>C=C(C)[C@H]1CC[C@@](C)(O)C(N)C1,3
O=C1c2c(O)cccc2Cc2cc(CO)cc(O)c21>>OCc1cc(O)c2c(c1)Cc1cccc(O)c1C2O,2
CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2N>>CC1(C)CCC2=C(O1)c1ccccc1C(N)C2N,3
CC1=Cc2c(C(C)C)ccc(C)c2C(=O)C1=O>>CC1=Cc2c(C(C)C)ccc(C)c2C(O)C1=O,2
CC(=O)CC(=O)N(Cc1ccccc1)c1ccccc1>>CC(O)CC(=O)N(Cc1ccccc1)c1ccccc1,2
CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1O>>CCCCCCCCCCCC1=C(O)C(N)C=C(O)C1O,3
O=C1c2ccccc2C(O)c2c1cc(O)c(O)c2O>>NC1c2ccccc2C(O)c2c1cc(O)c(O)c2O,3
O=C1C=C2C[C@@H](C(=O)O)NC2=CC1=O>>NC1C=C2C[C@@H](C(=O)O)NC2=CC1=O,3
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O>>CC(C)(C)NCC(O)COc1cccc2c1CCCC2N,3
CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O>>CC(C)=CCC1=C(O)C(=O)c2ccccc2C1N,3
COc1ccc(NC=O)c(C(=O)CCNC(C)=O)c1>>COc1ccc(NC=O)c(C(O)CCNC(C)=O)c1,2
O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21>>O=C1c2cc(O)ccc2C(O)c2cc(O)ccc21,2
C=C(CO)[C@H]1CC[C@H](C)[C@H]1C=O>>C=C(CO)[C@H]1CC[C@H](C)[C@H]1CO,2
CC1=C(C=O)C2C(C(C)C)CCC1(C)C2C=O>>CC1=C(C=O)C2C(C(C)C)CCC1(C)C2CO,2
CC(=O)/C=C/C1(O)C(C)=CC(N)CC1(C)C>>CC1=CC(N)CC(C)(C)C1(O)C=CC(C)O,2
O=C1c2ccccc2C(O)c2c1cc(O)c(O)c2O>>Oc1cc2c(c(O)c1O)C(O)c1ccccc1C2O,2
CCCCC/C(O)=C/C(=O)/C=C/c1ccc(O)cc1>>CCCCCC(O)=CC(O)C=Cc1ccc(O)cc1,2
O=C(O)/C(O)=C/C=C1\C(=O)Cc2ccccc21>>O=C(O)/C(O)=C/C=C1c2ccccc2CC1O,2
